!TF createItem,,,,,,,,,,,,,,,,,,,,
ItemName,ItemType,AppName,Description,ButtonName,SmallImageURL,MediumImageURL,LargeImageURL,MaxInstances,Properties,ExternalKey,AgeRating,ScarcityThreshold,Categories,SKU,SKUExtension,UnitCostCurrencyName,UnitCost,Revision,ExternalCheckRequired,EmailValidationRequired
PR_AXE_2H_PARAGON,item,Dragon Age Preprod,Offer Description,PR_AXE_2H_PARAGON,,,,999998,"DATA={""Items"":{""PR_AXE_2H_PARAGON"":""1""},""Type"":""STORE"",""ItemName"":""PR_AXE_2H_PARAGON""}",,,,,,,,,,,
PR_AXE_2H_QUNARI_MAUL,item,Dragon Age Preprod,Offer Description,PR_AXE_2H_QUNARI_MAUL,,,,999998,"DATA={""Items"":{""PR_AXE_2H_QUNARI_MAUL"":""1""},""Type"":""STORE"",""ItemName"":""PR_AXE_2H_QUNARI_MAUL""}",,,,,,,,,,,
PR_AXE_2H_UNERRING,item,Dragon Age Preprod,Offer Description,PR_AXE_2H_UNERRING,,,,999998,"DATA={""Items"":{""PR_AXE_2H_UNERRING"":""1""},""Type"":""STORE"",""ItemName"":""PR_AXE_2H_UNERRING""}",,,,,,,,,,,
PR_BELT_BRUMAL,item,Dragon Age Preprod,Offer Description,PR_BELT_BRUMAL,,,,999995,"DATA={""Items"":{""PR_BELT_BRUMAL"":""1""},""Type"":""STORE"",""ItemName"":""PR_BELT_BRUMAL""}",,,,,,,,,,,
PR_BELT_EMBERDOUSE,item,Dragon Age Preprod,Offer Description,PR_BELT_EMBERDOUSE,,,,999998,"DATA={""Items"":{""PR_BELT_EMBERDOUSE"":""1""},""Type"":""STORE"",""ItemName"":""PR_BELT_EMBERDOUSE""}",,,,,,,,,,,
PR_BELT_EMOLLIENT,item,Dragon Age Preprod,Offer Description,PR_BELT_EMOLLIENT,,,,999998,"DATA={""Items"":{""PR_BELT_EMOLLIENT"":""1""},""Type"":""STORE"",""ItemName"":""PR_BELT_EMOLLIENT""}",,,,,,,,,,,
PR_BELT_ENERGIZED,item,Dragon Age Preprod,Offer Description,PR_BELT_ENERGIZED,,,,999994,"DATA={""Items"":{""PR_BELT_ENERGIZED"":""1""},""Type"":""STORE"",""ItemName"":""PR_BELT_ENERGIZED""}",,,,,,,,,,,
PR_BELT_ETHERIAL,item,Dragon Age Preprod,Offer Description,PR_BELT_ETHERIAL,,,,999998,"DATA={""Items"":{""PR_BELT_ETHERIAL"":""1""},""Type"":""STORE"",""ItemName"":""PR_BELT_ETHERIAL""}",,,,,,,,,,,
PR_BELT_IONIC,item,Dragon Age Preprod,Offer Description,PR_BELT_IONIC,,,,999997,"DATA={""Items"":{""PR_BELT_IONIC"":""1""},""Type"":""STORE"",""ItemName"":""PR_BELT_IONIC""}",,,,,,,,,,,
PR_BELT_RAINSPLITTER,item,Dragon Age Preprod,Offer Description,PR_BELT_RAINSPLITTER,,,,999997,"DATA={""Items"":{""PR_BELT_RAINSPLITTER"":""1""},""Type"":""STORE"",""ItemName"":""PR_BELT_RAINSPLITTER""}",,,,,,,,,,,
PR_BELT_SMOULDER,item,Dragon Age Preprod,Offer Description,PR_BELT_SMOULDER,,,,999998,"DATA={""Items"":{""PR_BELT_SMOULDER"":""1""},""Type"":""STORE"",""ItemName"":""PR_BELT_SMOULDER""}",,,,,,,,,,,
PR_BELT_STUDDED,item,Dragon Age Preprod,Offer Description,PR_BELT_STUDDED,,,,999995,"DATA={""Items"":{""PR_BELT_STUDDED"":""1""},""Type"":""STORE"",""ItemName"":""PR_BELT_STUDDED""}",,,,,,,,,,,
PR_BLADES_DW_BITING,item,Dragon Age Preprod,Offer Description,PR_BLADES_DW_BITING,,,,999998,"DATA={""Items"":{""PR_BLADES_DW_BITING"":""1""},""Type"":""STORE"",""ItemName"":""PR_BLADES_DW_BITING""}",,,,,,,,,,,
PR_BLADES_DW_FLAMBERGE,item,Dragon Age Preprod,Offer Description,PR_BLADES_DW_FLAMBERGE,,,,999996,"DATA={""Items"":{""PR_BLADES_DW_FLAMBERGE"":""1""},""Type"":""STORE"",""ItemName"":""PR_BLADES_DW_FLAMBERGE""}",,,,,,,,,,,
PR_BLADES_DW_HONOR,item,Dragon Age Preprod,Offer Description,PR_BLADES_DW_HONOR,,,,999997,"DATA={""Items"":{""PR_BLADES_DW_HONOR"":""1""},""Type"":""STORE"",""ItemName"":""PR_BLADES_DW_HONOR""}",,,,,,,,,,,
PR_BLADES_DW_OBSIDIAN,item,Dragon Age Preprod,Offer Description,PR_BLADES_DW_OBSIDIAN,,,,999998,"DATA={""Items"":{""PR_BLADES_DW_OBSIDIAN"":""1""},""Type"":""STORE"",""ItemName"":""PR_BLADES_DW_OBSIDIAN""}",,,,,,,,,,,
PR_BLADES_DW_VASHOTH,item,Dragon Age Preprod,Offer Description,PR_BLADES_DW_VASHOTH,,,,999998,"DATA={""Items"":{""PR_BLADES_DW_VASHOTH"":""1""},""Type"":""STORE"",""ItemName"":""PR_BLADES_DW_VASHOTH""}",,,,,,,,,,,
PR_BOW_AMARANTHUS,item,Dragon Age Preprod,Offer Description,PR_BOW_AMARANTHUS,,,,999996,"DATA={""Items"":{""PR_BOW_AMARANTHUS"":""1""},""Type"":""STORE"",""ItemName"":""PR_BOW_AMARANTHUS""}",,,,,,,,,,,
PR_BOW_ANTIVA,item,Dragon Age Preprod,Offer Description,PR_BOW_ANTIVA,,,,999995,"DATA={""Items"":{""PR_BOW_ANTIVA"":""1""},""Type"":""STORE"",""ItemName"":""PR_BOW_ANTIVA""}",,,,,,,,,,,
PR_BOW_BLADED,item,Dragon Age Preprod,Offer Description,PR_BOW_BLADED,,,,999998,"DATA={""Items"":{""PR_BOW_BLADED"":""1""},""Type"":""STORE"",""ItemName"":""PR_BOW_BLADED""}",,,,,,,,,,,
PR_BOW_DALISH_EYE,item,Dragon Age Preprod,Offer Description,PR_BOW_DALISH_EYE,,,,999996,"DATA={""Items"":{""PR_BOW_DALISH_EYE"":""1""},""Type"":""STORE"",""ItemName"":""PR_BOW_DALISH_EYE""}",,,,,,,,,,,
PR_BOW_DALISH_FLAME,item,Dragon Age Preprod,Offer Description,PR_BOW_DALISH_FLAME,,,,999998,"DATA={""Items"":{""PR_BOW_DALISH_FLAME"":""1""},""Type"":""STORE"",""ItemName"":""PR_BOW_DALISH_FLAME""}",,,,,,,,,,,
PR_BOW_HARVEST,item,Dragon Age Preprod,Offer Description,PR_BOW_HARVEST,,,,999998,"DATA={""Items"":{""PR_BOW_HARVEST"":""1""},""Type"":""STORE"",""ItemName"":""PR_BOW_HARVEST""}",,,,,,,,,,,
PR_BOW_HINTERLAND,item,Dragon Age Preprod,Offer Description,PR_BOW_HINTERLAND,,,,999997,"DATA={""Items"":{""PR_BOW_HINTERLAND"":""1""},""Type"":""STORE"",""ItemName"":""PR_BOW_HINTERLAND""}",,,,,,,,,,,
PR_BOW_MIASMA,item,Dragon Age Preprod,Offer Description,PR_BOW_MIASMA,,,,999997,"DATA={""Items"":{""PR_BOW_MIASMA"":""1""},""Type"":""STORE"",""ItemName"":""PR_BOW_MIASMA""}",,,,,,,,,,,
PR_BOW_VORPAL,item,Dragon Age Preprod,Offer Description,PR_BOW_VORPAL,,,,999998,"DATA={""Items"":{""PR_BOW_VORPAL"":""1""},""Type"":""STORE"",""ItemName"":""PR_BOW_VORPAL""}",,,,,,,,,,,
PR_DAGGER_FROST,item,Dragon Age Preprod,Offer Description,PR_DAGGER_FROST,,,,999992,"DATA={""Items"":{""PR_DAGGER_FROST"":""1""},""Type"":""STORE"",""ItemName"":""PR_DAGGER_FROST""}",,,,,,,,,,,
PR_DAGGER_ISABELA,item,Dragon Age Preprod,Offer Description,PR_DAGGER_ISABELA,,,,999998,"DATA={""Items"":{""PR_DAGGER_ISABELA"":""1""},""Type"":""STORE"",""ItemName"":""PR_DAGGER_ISABELA""}",,,,,,,,,,,
PR_DAGGER_KATARA,item,Dragon Age Preprod,Offer Description,PR_DAGGER_KATARA,,,,999998,"DATA={""Items"":{""PR_DAGGER_KATARA"":""1""},""Type"":""STORE"",""ItemName"":""PR_DAGGER_KATARA""}",,,,,,,,,,,
PR_MACE_BURNING,item,Dragon Age Preprod,Offer Description,PR_MACE_BURNING,,,,999990,"DATA={""Items"":{""PR_MACE_BURNING"":""1""},""Type"":""STORE"",""ItemName"":""PR_MACE_BURNING""}",,,,,,,,,,,
PR_MACE_CRUSHING,item,Dragon Age Preprod,Offer Description,PR_MACE_CRUSHING,,,,999998,"DATA={""Items"":{""PR_MACE_CRUSHING"":""1""},""Type"":""STORE"",""ItemName"":""PR_MACE_CRUSHING""}",,,,,,,,,,,
PR_MACE_DISRUPTING,item,Dragon Age Preprod,Offer Description,PR_MACE_DISRUPTING,,,,999995,"DATA={""Items"":{""PR_MACE_DISRUPTING"":""1""},""Type"":""STORE"",""ItemName"":""PR_MACE_DISRUPTING""}",,,,,,,,,,,
PR_MACE_NAILBOARD,item,Dragon Age Preprod,Offer Description,PR_MACE_NAILBOARD,,,,999998,"DATA={""Items"":{""PR_MACE_NAILBOARD"":""1""},""Type"":""STORE"",""ItemName"":""PR_MACE_NAILBOARD""}",,,,,,,,,,,
PR_MACE_NAILBOARD_BIGGER,item,Dragon Age Preprod,Offer Description,PR_MACE_NAILBOARD_BIGGER,,,,999998,"DATA={""Items"":{""PR_MACE_NAILBOARD_BIGGER"":""1""},""Type"":""STORE"",""ItemName"":""PR_MACE_NAILBOARD_BIGGER""}",,,,,,,,,,,
PR_MACE_SPARKING,item,Dragon Age Preprod,Offer Description,PR_MACE_SPARKING,,,,999998,"DATA={""Items"":{""PR_MACE_SPARKING"":""1""},""Type"":""STORE"",""ItemName"":""PR_MACE_SPARKING""}",,,,,,,,,,,
PR_MACE_VORACIOUS,item,Dragon Age Preprod,Offer Description,PR_MACE_VORACIOUS,,,,999998,"DATA={""Items"":{""PR_MACE_VORACIOUS"":""1""},""Type"":""STORE"",""ItemName"":""PR_MACE_VORACIOUS""}",,,,,,,,,,,
PR_MACE_WARHAMMER,item,Dragon Age Preprod,Offer Description,PR_MACE_WARHAMMER,,,,999998,"DATA={""Items"":{""PR_MACE_WARHAMMER"":""1""},""Type"":""STORE"",""ItemName"":""PR_MACE_WARHAMMER""}",,,,,,,,,,,
PR_RING_CROWSFOOT,item,Dragon Age Preprod,Offer Description,PR_RING_CROWSFOOT,,,,999998,"DATA={""Items"":{""PR_RING_CROWSFOOT"":""1""},""Type"":""STORE"",""ItemName"":""PR_RING_CROWSFOOT""}",,,,,,,,,,,
PR_RING_DALISH,item,Dragon Age Preprod,Offer Description,PR_RING_DALISH,,,,999998,"DATA={""Items"":{""PR_RING_DALISH"":""1""},""Type"":""STORE"",""ItemName"":""PR_RING_DALISH""}",,,,,,,,,,,
PR_RING_ELVEN,item,Dragon Age Preprod,Offer Description,PR_RING_ELVEN,,,,999998,"DATA={""Items"":{""PR_RING_ELVEN"":""1""},""Type"":""STORE"",""ItemName"":""PR_RING_ELVEN""}",,,,,,,,,,,
PR_RING_FANGED,item,Dragon Age Preprod,Offer Description,PR_RING_FANGED,,,,999998,"DATA={""Items"":{""PR_RING_FANGED"":""1""},""Type"":""STORE"",""ItemName"":""PR_RING_FANGED""}",,,,,,,,,,,
PR_RING_GROUNDING,item,Dragon Age Preprod,Offer Description,PR_RING_GROUNDING,,,,999998,"DATA={""Items"":{""PR_RING_GROUNDING"":""1""},""Type"":""STORE"",""ItemName"":""PR_RING_GROUNDING""}",,,,,,,,,,,
PR_RING_INSULATING,item,Dragon Age Preprod,Offer Description,PR_RING_INSULATING,,,,999998,"DATA={""Items"":{""PR_RING_INSULATING"":""1""},""Type"":""STORE"",""ItemName"":""PR_RING_INSULATING""}",,,,,,,,,,,
PR_RING_LYRIUM_BAND,item,Dragon Age Preprod,Offer Description,PR_RING_LYRIUM_BAND,,,,999998,"DATA={""Items"":{""PR_RING_LYRIUM_BAND"":""1""},""Type"":""STORE"",""ItemName"":""PR_RING_LYRIUM_BAND""}",,,,,,,,,,,
PR_RING_OBSIDIAN,item,Dragon Age Preprod,Offer Description,PR_RING_OBSIDIAN,,,,999998,"DATA={""Items"":{""PR_RING_OBSIDIAN"":""1""},""Type"":""STORE"",""ItemName"":""PR_RING_OBSIDIAN""}",,,,,,,,,,,
PR_RING_SMOKE,item,Dragon Age Preprod,Offer Description,PR_RING_SMOKE,,,,999998,"DATA={""Items"":{""PR_RING_SMOKE"":""1""},""Type"":""STORE"",""ItemName"":""PR_RING_SMOKE""}",,,,,,,,,,,
PR_RING_SYLVAN,item,Dragon Age Preprod,Offer Description,PR_RING_SYLVAN,,,,999998,"DATA={""Items"":{""PR_RING_SYLVAN"":""1""},""Type"":""STORE"",""ItemName"":""PR_RING_SYLVAN""}",,,,,,,,,,,
PR_RING_VORPAL,item,Dragon Age Preprod,Offer Description,PR_RING_VORPAL,,,,999998,"DATA={""Items"":{""PR_RING_VORPAL"":""1""},""Type"":""STORE"",""ItemName"":""PR_RING_VORPAL""}",,,,,,,,,,,
PR_SHIELD_BLACKTOWER,item,Dragon Age Preprod,Offer Description,PR_SHIELD_BLACKTOWER,,,,999997,"DATA={""Items"":{""PR_SHIELD_BLACKTOWER"":""1""},""Type"":""STORE"",""ItemName"":""PR_SHIELD_BLACKTOWER""}",,,,,,,,,,,
PR_SHIELD_BRONTO,item,Dragon Age Preprod,Offer Description,PR_SHIELD_BRONTO,,,,999992,"DATA={""Items"":{""PR_SHIELD_BRONTO"":""1""},""Type"":""STORE"",""ItemName"":""PR_SHIELD_BRONTO""}",,,,,,,,,,,
PR_SHIELD_CADUCEAN,item,Dragon Age Preprod,Offer Description,PR_SHIELD_CADUCEAN,,,,999998,"DATA={""Items"":{""PR_SHIELD_CADUCEAN"":""1""},""Type"":""STORE"",""ItemName"":""PR_SHIELD_CADUCEAN""}",,,,,,,,,,,
PR_SHIELD_DRAGONSFIRE,item,Dragon Age Preprod,Offer Description,PR_SHIELD_DRAGONSFIRE,,,,999996,"DATA={""Items"":{""PR_SHIELD_DRAGONSFIRE"":""1""},""Type"":""STORE"",""ItemName"":""PR_SHIELD_DRAGONSFIRE""}",,,,,,,,,,,
PR_SHIELD_EMBLEM,item,Dragon Age Preprod,Offer Description,PR_SHIELD_EMBLEM,,,,999993,"DATA={""Items"":{""PR_SHIELD_EMBLEM"":""1""},""Type"":""STORE"",""ItemName"":""PR_SHIELD_EMBLEM""}",,,,,,,,,,,
PR_SHIELD_FASTFEATHER,item,Dragon Age Preprod,Offer Description,PR_SHIELD_FASTFEATHER,,,,999998,"DATA={""Items"":{""PR_SHIELD_FASTFEATHER"":""1""},""Type"":""STORE"",""ItemName"":""PR_SHIELD_FASTFEATHER""}",,,,,,,,,,,
PR_SHIELD_FROZEN,item,Dragon Age Preprod,Offer Description,PR_SHIELD_FROZEN,,,,999998,"DATA={""Items"":{""PR_SHIELD_FROZEN"":""1""},""Type"":""STORE"",""ItemName"":""PR_SHIELD_FROZEN""}",,,,,,,,,,,
PR_SHIELD_HURLOCK,item,Dragon Age Preprod,Offer Description,PR_SHIELD_HURLOCK,,,,999998,"DATA={""Items"":{""PR_SHIELD_HURLOCK"":""1""},""Type"":""STORE"",""ItemName"":""PR_SHIELD_HURLOCK""}",,,,,,,,,,,
PR_SHIELD_RADIANT,item,Dragon Age Preprod,Offer Description,PR_SHIELD_RADIANT,,,,999997,"DATA={""Items"":{""PR_SHIELD_RADIANT"":""1""},""Type"":""STORE"",""ItemName"":""PR_SHIELD_RADIANT""}",,,,,,,,,,,
PR_SHIELD_SECURED,item,Dragon Age Preprod,Offer Description,PR_SHIELD_SECURED,,,,999998,"DATA={""Items"":{""PR_SHIELD_SECURED"":""1""},""Type"":""STORE"",""ItemName"":""PR_SHIELD_SECURED""}",,,,,,,,,,,
PR_SHIELD_SPIKED,item,Dragon Age Preprod,Offer Description,PR_SHIELD_SPIKED,,,,999998,"DATA={""Items"":{""PR_SHIELD_SPIKED"":""1""},""Type"":""STORE"",""ItemName"":""PR_SHIELD_SPIKED""}",,,,,,,,,,,
PR_SHIELD_TEMPLAR,item,Dragon Age Preprod,Offer Description,PR_SHIELD_TEMPLAR,,,,999998,"DATA={""Items"":{""PR_SHIELD_TEMPLAR"":""1""},""Type"":""STORE"",""ItemName"":""PR_SHIELD_TEMPLAR""}",,,,,,,,,,,
PR_SHIELD_TRIBAL,item,Dragon Age Preprod,Offer Description,PR_SHIELD_TRIBAL,,,,999994,"DATA={""Items"":{""PR_SHIELD_TRIBAL"":""1""},""Type"":""STORE"",""ItemName"":""PR_SHIELD_TRIBAL""}",,,,,,,,,,,
PR_STAFF_ANDRASTE,item,Dragon Age Preprod,Offer Description,PR_STAFF_ANDRASTE,,,,999996,"DATA={""Items"":{""PR_STAFF_ANDRASTE"":""1""},""Type"":""STORE"",""ItemName"":""PR_STAFF_ANDRASTE""}",,,,,,,,,,,
PR_STAFF_APOSTATE,item,Dragon Age Preprod,Offer Description,PR_STAFF_APOSTATE,,,,999998,"DATA={""Items"":{""PR_STAFF_APOSTATE"":""1""},""Type"":""STORE"",""ItemName"":""PR_STAFF_APOSTATE""}",,,,,,,,,,,
PR_STAFF_EVENTIDE,item,Dragon Age Preprod,Offer Description,PR_STAFF_EVENTIDE,,,,999998,"DATA={""Items"":{""PR_STAFF_EVENTIDE"":""1""},""Type"":""STORE"",""ItemName"":""PR_STAFF_EVENTIDE""}",,,,,,,,,,,
PR_STAFF_LIFETREE,item,Dragon Age Preprod,Offer Description,PR_STAFF_LIFETREE,,,,999998,"DATA={""Items"":{""PR_STAFF_LIFETREE"":""1""},""Type"":""STORE"",""ItemName"":""PR_STAFF_LIFETREE""}",,,,,,,,,,,
PR_STAFF_MALIGNED,item,Dragon Age Preprod,Offer Description,PR_STAFF_MALIGNED,,,,999995,"DATA={""Items"":{""PR_STAFF_MALIGNED"":""1""},""Type"":""STORE"",""ItemName"":""PR_STAFF_MALIGNED""}",,,,,,,,,,,
PR_STAFF_SICKLE,item,Dragon Age Preprod,Offer Description,PR_STAFF_SICKLE,,,,999995,"DATA={""Items"":{""PR_STAFF_SICKLE"":""1""},""Type"":""STORE"",""ItemName"":""PR_STAFF_SICKLE""}",,,,,,,,,,,
PR_STAFF_TESLA,item,Dragon Age Preprod,Offer Description,PR_STAFF_TESLA,,,,999997,"DATA={""Items"":{""PR_STAFF_TESLA"":""1""},""Type"":""STORE"",""ItemName"":""PR_STAFF_TESLA""}",,,,,,,,,,,
PR_STAFF_TWISTED,item,Dragon Age Preprod,Offer Description,PR_STAFF_TWISTED,,,,999995,"DATA={""Items"":{""PR_STAFF_TWISTED"":""1""},""Type"":""STORE"",""ItemName"":""PR_STAFF_TWISTED""}",,,,,,,,,,,
PR_SWORD_2H_DEEP,item,Dragon Age Preprod,Offer Description,PR_SWORD_2H_DEEP,,,,999998,"DATA={""Items"":{""PR_SWORD_2H_DEEP"":""1""},""Type"":""STORE"",""ItemName"":""PR_SWORD_2H_DEEP""}",,,,,,,,,,,
PR_SWORD_2H_HURLOCK,item,Dragon Age Preprod,Offer Description,PR_SWORD_2H_HURLOCK,,,,999998,"DATA={""Items"":{""PR_SWORD_2H_HURLOCK"":""1""},""Type"":""STORE"",""ItemName"":""PR_SWORD_2H_HURLOCK""}",,,,,,,,,,,
PR_SWORD_2H_IANTHYNE,item,Dragon Age Preprod,Offer Description,PR_SWORD_2H_IANTHYNE,,,,999997,"DATA={""Items"":{""PR_SWORD_2H_IANTHYNE"":""1""},""Type"":""STORE"",""ItemName"":""PR_SWORD_2H_IANTHYNE""}",,,,,,,,,,,
PR_SWORD_2H_RIPOSTE,item,Dragon Age Preprod,Offer Description,PR_SWORD_2H_RIPOSTE,,,,999997,"DATA={""Items"":{""PR_SWORD_2H_RIPOSTE"":""1""},""Type"":""STORE"",""ItemName"":""PR_SWORD_2H_RIPOSTE""}",,,,,,,,,,,
PR_SWORD_2H_STEN,item,Dragon Age Preprod,Offer Description,PR_SWORD_2H_STEN,,,,999998,"DATA={""Items"":{""PR_SWORD_2H_STEN"":""1""},""Type"":""STORE"",""ItemName"":""PR_SWORD_2H_STEN""}",,,,,,,,,,,
PR_SWORD_2H_VOLCANIC,item,Dragon Age Preprod,Offer Description,PR_SWORD_2H_VOLCANIC,,,,999998,"DATA={""Items"":{""PR_SWORD_2H_VOLCANIC"":""1""},""Type"":""STORE"",""ItemName"":""PR_SWORD_2H_VOLCANIC""}",,,,,,,,,,,
PR_THROWN_DRAGONCLAW,item,Dragon Age Preprod,Offer Description,PR_THROWN_DRAGONCLAW,,,,999997,"DATA={""Items"":{""PR_THROWN_DRAGONCLAW"":""1""},""Type"":""STORE"",""ItemName"":""PR_THROWN_DRAGONCLAW""}",,,,,,,,,,,
PR_THROWN_HURLOCK,item,Dragon Age Preprod,Offer Description,PR_THROWN_HURLOCK,,,,999998,"DATA={""Items"":{""PR_THROWN_HURLOCK"":""1""},""Type"":""STORE"",""ItemName"":""PR_THROWN_HURLOCK""}",,,,,,,,,,,
SMELLING_SALTS,item,Dragon Age Preprod,Offer Description,SMELLING_SALTS,,,,-1,"DATA={""Items"":{""SMELLING_SALTS"":""1""},""Type"":""STORE"",""ItemName"":""SMELLING_SALTS""}",,,,,,,,,,,
UPGRADE_ROOM_ALCHEMY,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""UPGRADE_ROOM_ALCHEMY"":""1""},""Type"":""OFFER_UPGRADE_CASTLE_ROOM_ALCHEMY"",""ItemName"":""UPGRADE_ROOM_ALCHEMY""}",,,,,,,,,,,
UPGRADE_ROOM_APOTHECARY,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""UPGRADE_ROOM_APOTHECARY"":""1""},""Type"":""OFFER_UPGRADE_CASTLE_ROOM_APOTHECARY"",""ItemName"":""UPGRADE_ROOM_APOTHECARY""}",,,,,,,,,,,
UPGRADE_ROOM_FURNACE,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""UPGRADE_ROOM_FURNACE"":""1""},""Type"":""OFFER_UPGRADE_CASTLE_ROOM_FURNACE"",""ItemName"":""UPGRADE_ROOM_FURNACE""}",,,,,,,,,,,
UPGRADE_ROOM_HERO,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""UPGRADE_ROOM_HERO"":""1""},""Type"":""OFFER_UPGRADE_CASTLE_ROOM_HERO"",""ItemName"":""UPGRADE_ROOM_HERO""}",,,,,,,,,,,
UPGRADE_ROOM_INFIRMARY,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""UPGRADE_ROOM_INFIRMARY"":""1""},""Type"":""OFFER_UPGRADE_CASTLE_ROOM_INFIRMARY"",""ItemName"":""UPGRADE_ROOM_INFIRMARY""}",,,,,,,,,,,
UPGRADE_ROOM_TAVERN,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""UPGRADE_ROOM_TAVERN"":""1""},""Type"":""OFFER_UPGRADE_CASTLE_ROOM_TAVERN"",""ItemName"":""UPGRADE_ROOM_TAVERN""}",,,,,,,,,,,
UPGRADE_ROOM_STOREROOM,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""UPGRADE_ROOM_STOREROOM"":""1""},""Type"":""OFFER_UPGRADE_CASTLE_ROOM_STOREROOM"",""ItemName"":""UPGRADE_ROOM_STOREROOM""}",,,,,,,,,,,
UPGRADE_ROOM_THRONEROOM,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""UPGRADE_ROOM_THRONEROOM"":""1""},""Type"":""OFFER_UPGRADE_CASTLE_ROOM_THRONEROOM"",""ItemName"":""UPGRADE_ROOM_THRONEROOM""}",,,,,,,,,,,
UPGRADE_ROOM_TREASURY,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""UPGRADE_ROOM_TREASURY"":""1""},""Type"":""OFFER_UPGRADE_CASTLE_ROOM_TREASURY"",""ItemName"":""UPGRADE_ROOM_TREASURY""}",,,,,,,,,,,
UPGRADE_ROOM_GREATHALL,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""UPGRADE_ROOM_GREATHALL"":""1""},""Type"":""OFFER_UPGRADE_CASTLE_ROOM_GREATHALL"",""ItemName"":""UPGRADE_ROOM_GREATHALL""}",,,,,,,,,,,
UPGRADE_ROOM_LIBRARY,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""UPGRADE_ROOM_LIBRARY"":""1""},""Type"":""OFFER_UPGRADE_ROOM_LIBRARY"",""ItemName"":""UPGRADE_ROOM_LIBRARY""}",,,,,,,,,,,
UPGRADE_ROOM_CHANTRY,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""UPGRADE_ROOM_CHANTRY"":""1""},""Type"":""OFFER_UPGRADE_ROOM_CHANTRY"",""ItemName"":""UPGRADE_ROOM_CHANTRY""}",,,,,,,,,,,
UPGRADE_ROOM_TRAININGROOM,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""UPGRADE_ROOM_TRAININGROOM"":""1""},""Type"":""OFFER_UPGRADE_ROOM_TRAININGROOM"",""ItemName"":""UPGRADE_ROOM_TRAININGROOM""}",,,,,,,,,,,
UPSELL_EVRAS_HORN,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""UPSELL_EVRAS_HORN"":""1""},""Type"":""OFFER_UPSELL_EVRAS_HORN"",""ItemName"":""UPSELL_EVRAS_HORN""}",,,,,,,,,,,
UPSELL_POTION_ENERGY,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""UPSELL_POTION_ENERGY"":""1""},""Type"":""OFFER_UPSELL_ENERGY"",""ItemName"":""UPSELL_POTION_ENERGY""}",,,,,,,,,,,
UPSELL_POTION_ENERGY_GREATER,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""UPSELL_POTION_ENERGY_GREATER"":""1""},""Type"":""OFFER_UPSELL_ENERGY_GREATER"",""ItemName"":""UPSELL_POTION_ENERGY_GREATER""}",,,,,,,,,,,
UPSELL_POTION_ENERGY_LESSER,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""UPSELL_POTION_ENERGY_LESSER"":""1""},""Type"":""OFFER_UPSELL_ENERGY_LESSER"",""ItemName"":""UPSELL_POTION_ENERGY_LESSER""}",,,,,,,,,,,
UPSELL_POTION_HEALTH,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""UPSELL_POTION_HEALTH"":""1""},""Type"":""OFFER_UPSELL_HEALTH_POTION"",""ItemName"":""UPSELL_POTION_HEALTH""}",,,,,,,,,,,
UPSELL_POTION_HEALTH_GREATER,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""UPSELL_POTION_HEALTH_GREATER"":""1""},""Type"":""OFFER_UPSELL_POTION_HEALTH_GREATER"",""ItemName"":""UPSELL_POTION_HEALTH_GREATER""}",,,,,,,,,,,
UPSELL_POTION_HEALTH_RESTORATION,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""UPSELL_POTION_HEALTH_RESTORATION"":""1""},""Type"":""OFFER_UPSELL_POTION_HEALTH_RESTORATION"",""ItemName"":""UPSELL_POTION_HEALTH_RESTORATION""}",,,,,,,,,,,
UPSELL_SMELLING_SALTS,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""UPSELL_SMELLING_SALTS"":""1""},""Type"":""OFFER_UPSELL_SMELLING_SALTS"",""ItemName"":""UPSELL_SMELLING_SALTS""}",,,,,,,,,,,
