group,path,fmt,w,h,alpha,size,mode
eaRig,heroMag/anims/dmg/f/5/d,WEBP,86,122,True,4078,RGBA
eaRig,heroMag/anims/dmg/f/6/d,WEBP,78,128,True,3810,RGBA
eaRig,heroMag/anims/dmg/f/7/d,WEBP,76,134,True,4018,RGBA
eaRig,heroMag/anims/dmg/f/8/d,WEBP,77,129,True,3844,RGBA
eaRig,heroMag/anims/dmg/f/9/d,WEBP,79,128,True,3918,RGBA
eaRig,heroMag/anims/death/f/0/d,WEBP,78,127,True,3120,RGBA
eaRig,heroMag/anims/death/f/1/d,WEBP,70,127,True,3600,RGBA
eaRig,heroMag/anims/death/f/2/d,WEBP,152,145,True,4564,RGBA
eaRig,heroMag/anims/death/f/3/d,WEBP,164,132,True,5020,RGBA
eaRig,heroMag/anims/death/f/4/d,WEBP,183,86,True,3990,RGBA
eaRig,heroMag/anims/death/f/5/d,WEBP,195,68,True,3944,RGBA
eaRig,heroMag/anims/death/f/6/d,WEBP,207,45,True,3326,RGBA
eaRig,heroMag/anims/death/f/7/d,WEBP,206,32,True,3214,RGBA
eaRig,heroMag/anims/death/f/8/d,WEBP,206,32,True,3002,RGBA
eaRig,heroMag/anims/death/f/9/d,WEBP,207,32,True,3078,RGBA
eaRig,heroMag/anims/death/f/10/d,WEBP,207,32,True,3692,RGBA
eaRig,heroMag/anims/death/f/11/d,WEBP,207,32,True,2958,RGBA
eaRig,heroMag/anims/fwd/f/0/d,WEBP,72,128,True,3638,RGBA
eaRig,heroMag/anims/fwd/f/1/d,WEBP,70,127,True,3592,RGBA
eaRig,heroMag/anims/fwd/f/2/d,WEBP,61,124,True,3470,RGBA
eaRig,heroMag/anims/fwd/f/3/d,WEBP,68,124,True,3560,RGBA
eaRig,heroMag/anims/fwd/f/4/d,WEBP,65,126,True,3650,RGBA
eaRig,heroMag/anims/fwd/f/5/d,WEBP,75,129,True,4024,RGBA
eaRig,heroMag/anims/fwd/f/6/d,WEBP,80,127,True,3792,RGBA
eaRig,heroMag/anims/fwd/f/7/d,WEBP,90,122,True,3996,RGBA
eaRig,heroMag/anims/fwd/f/8/d,WEBP,97,117,True,3958,RGBA
eaRig,heroMag/anims/fwd/f/9/d,WEBP,96,124,True,4270,RGBA
eaRig,heroMag/anims/fwd/f/10/d,WEBP,83,126,True,3816,RGBA
eaRig,heroMag/anims/evade/f/0/d,WEBP,79,127,True,3792,RGBA
eaRig,heroMag/anims/evade/f/1/d,WEBP,82,123,True,3920,RGBA
eaRig,heroMag/anims/evade/f/2/d,WEBP,100,151,True,4976,RGBA
eaRig,heroMag/anims/evade/f/3/d,WEBP,106,149,True,4952,RGBA
eaRig,heroMag/anims/evade/f/4/d,WEBP,117,145,True,4904,RGBA
eaRig,heroMag/anims/evade/f/5/d,WEBP,96,150,True,5272,RGBA
eaRig,heroMag/anims/evade/f/6/d,WEBP,67,142,True,4030,RGBA
eaRig,heroMag/anims/evade/f/7/d,WEBP,71,131,True,3788,RGBA
eaRig,heroMag/anims/evade/f/8/d,WEBP,75,127,True,3728,RGBA
eaRig,heroMag/anims/evade/f/9/d,WEBP,78,127,True,3790,RGBA
eaRig,heroMag/anims/block/f/0/d,WEBP,79,127,True,4002,RGBA
eaRig,heroMag/anims/block/f/1/d,WEBP,82,123,True,3908,RGBA
eaRig,heroMag/anims/block/f/2/d,WEBP,117,144,True,5006,RGBA
eaRig,heroMag/anims/block/f/3/d,WEBP,112,143,True,4860,RGBA
eaRig,heroMag/anims/block/f/4/d,WEBP,70,126,True,3678,RGBA
eaRig,heroMag/anims/block/f/5/d,WEBP,91,136,True,5394,RGBA
eaRig,heroMag/anims/block/f/6/d,WEBP,132,131,True,6120,RGBA
eaRig,heroMag/anims/block/f/7/d,WEBP,135,133,True,6432,RGBA
eaRig,heroMag/portrait,WEBP,201,289,True,10052,RGBA
eaRig,heroArc/anims/idle/f/0/d,WEBP,78,114,True,4240,RGBA
eaRig,heroArc/anims/idle/f/1/d,WEBP,77,114,True,4026,RGBA
eaRig,heroArc/anims/idle/f/2/d,WEBP,77,114,True,3928,RGBA
eaRig,heroArc/anims/idle/f/3/d,WEBP,76,113,True,4200,RGBA
eaRig,heroArc/anims/idle/f/4/d,WEBP,75,113,True,3854,RGBA
eaRig,heroArc/anims/idle/f/5/d,WEBP,74,114,True,3910,RGBA
eaRig,heroArc/anims/idle/f/6/d,WEBP,74,114,True,4164,RGBA
eaRig,heroArc/anims/idle/f/7/d,WEBP,74,114,True,3864,RGBA
eaRig,heroArc/anims/idle/f/8/d,WEBP,75,114,True,4190,RGBA
eaRig,heroArc/anims/idle/f/9/d,WEBP,76,114,True,4176,RGBA
eaRig,heroArc/anims/idle/f/10/d,WEBP,77,114,True,3844,RGBA
eaRig,heroArc/anims/idle/f/11/d,WEBP,78,114,True,3890,RGBA
eaRig,heroArc/anims/strike/f/0/d,WEBP,76,115,True,3932,RGBA
eaRig,heroArc/anims/strike/f/1/d,WEBP,77,114,True,4364,RGBA
eaRig,heroArc/anims/strike/f/2/d,WEBP,110,160,True,5250,RGBA
eaRig,heroArc/anims/strike/f/3/d,WEBP,79,132,True,3976,RGBA
eaRig,heroArc/anims/strike/f/4/d,WEBP,78,132,True,3992,RGBA
eaRig,heroArc/anims/strike/f/5/d,WEBP,78,133,True,4084,RGBA
eaRig,heroArc/anims/strike/f/6/d,WEBP,77,133,True,4294,RGBA
eaRig,heroArc/anims/strike/f/7/d,WEBP,77,133,True,4286,RGBA
eaRig,heroArc/anims/strike/f/8/d,WEBP,77,133,True,4286,RGBA
eaRig,heroArc/anims/strike/f/9/d,WEBP,77,133,True,4286,RGBA
eaRig,heroArc/anims/strike/f/10/d,WEBP,77,133,True,4416,RGBA
eaRig,heroArc/anims/strike/f/11/d,WEBP,77,131,True,4424,RGBA
eaRig,heroArc/anims/strike/f/12/d,WEBP,76,130,True,4414,RGBA
eaRig,heroArc/anims/strike/f/13/d,WEBP,76,114,True,3944,RGBA
eaRig,heroArc/anims/strike/f/14/d,WEBP,77,114,True,3892,RGBA
eaRig,heroArc/anims/strike/f/15/d,WEBP,78,114,True,3872,RGBA
eaRig,heroArc/anims/special/f/0/d,WEBP,76,115,True,3772,RGBA
eaRig,heroArc/anims/special/f/1/d,WEBP,76,133,True,4288,RGBA
eaRig,heroArc/anims/special/f/2/d,WEBP,138,136,True,4800,RGBA
eaRig,heroArc/anims/special/f/3/d,WEBP,118,129,True,4880,RGBA
eaRig,heroArc/anims/special/f/4/d,WEBP,112,129,True,4802,RGBA
eaRig,heroArc/anims/special/f/5/d,WEBP,128,132,True,4882,RGBA
eaRig,heroArc/anims/special/f/6/d,WEBP,152,109,True,4644,RGBA
eaRig,heroArc/anims/special/f/7/d,WEBP,95,96,True,4074,RGBA
eaRig,heroArc/anims/special/f/8/d,WEBP,90,100,True,3968,RGBA
eaRig,heroArc/anims/special/f/9/d,WEBP,88,104,True,3806,RGBA
eaRig,heroArc/anims/special/f/10/d,WEBP,78,110,True,3828,RGBA
eaRig,heroArc/anims/special/f/11/d,WEBP,77,130,True,4062,RGBA
eaRig,heroArc/anims/special/f/12/d,WEBP,77,114,True,3830,RGBA
eaRig,heroArc/anims/special/f/13/d,WEBP,78,114,True,4014,RGBA
eaRig,heroArc/anims/dmg/f/0/d,WEBP,78,114,True,3926,RGBA
eaRig,heroArc/anims/dmg/f/1/d,WEBP,68,113,True,3808,RGBA
eaRig,heroArc/anims/dmg/f/2/d,WEBP,69,112,True,3924,RGBA
eaRig,heroArc/anims/dmg/f/3/d,WEBP,75,112,True,3924,RGBA
eaRig,heroArc/anims/dmg/f/4/d,WEBP,81,113,True,4052,RGBA
eaRig,heroArc/anims/dmg/f/5/d,WEBP,80,113,True,3918,RGBA
eaRig,heroArc/anims/dmg/f/6/d,WEBP,79,113,True,3818,RGBA
eaRig,heroArc/anims/dmg/f/7/d,WEBP,77,113,True,3924,RGBA
eaRig,heroArc/anims/dmg/f/8/d,WEBP,75,113,True,3914,RGBA
eaRig,heroArc/anims/dmg/f/9/d,WEBP,74,113,True,3902,RGBA
eaRig,heroArc/anims/dmg/f/10/d,WEBP,74,114,True,4184,RGBA
eaRig,heroArc/anims/death/f/0/d,WEBP,78,114,True,3722,RGBA
eaRig,heroArc/anims/death/f/1/d,WEBP,94,107,True,4210,RGBA
eaRig,heroArc/anims/death/f/2/d,WEBP,119,147,True,5284,RGBA
eaRig,heroArc/anims/death/f/3/d,WEBP,127,130,True,4392,RGBA
eaRig,heroArc/anims/death/f/4/d,WEBP,159,82,True,3090,RGBA
eaRig,heroArc/anims/death/f/5/d,WEBP,167,66,True,3164,RGBA
eaRig,heroArc/anims/death/f/6/d,WEBP,177,41,True,2370,RGBA
eaRig,heroArc/anims/death/f/7/d,WEBP,177,31,True,2504,RGBA
eaRig,heroArc/anims/death/f/8/d,WEBP,177,31,True,2504,RGBA
eaRig,heroArc/anims/death/f/9/d,WEBP,177,31,True,2504,RGBA
eaRig,heroArc/anims/death/f/10/d,WEBP,177,31,True,2504,RGBA
eaRig,heroArc/anims/death/f/11/d,WEBP,177,31,True,2504,RGBA
eaRig,heroArc/anims/fwd/f/0/d,WEBP,80,118,True,3582,RGBA
eaRig,heroArc/anims/fwd/f/1/d,WEBP,87,118,True,3288,RGBA
eaRig,heroArc/anims/fwd/f/2/d,WEBP,92,117,True,4228,RGBA
eaRig,heroArc/anims/fwd/f/3/d,WEBP,90,117,True,4390,RGBA
eaRig,heroArc/anims/fwd/f/4/d,WEBP,80,118,True,3984,RGBA
eaRig,heroArc/anims/fwd/f/5/d,WEBP,75,119,True,3546,RGBA
eaRig,heroArc/anims/fwd/f/6/d,WEBP,74,119,True,3224,RGBA
eaRig,heroArc/anims/fwd/f/7/d,WEBP,77,118,True,3434,RGBA
eaRig,heroArc/anims/fwd/f/8/d,WEBP,94,117,True,3718,RGBA
eaRig,heroArc/anims/fwd/f/9/d,WEBP,77,118,True,3710,RGBA
eaRig,heroArc/anims/fwd/f/10/d,WEBP,77,119,True,3780,RGBA
eaRig,heroArc/anims/fwd/f/11/d,WEBP,79,118,True,3496,RGBA
eaRig,heroArc/anims/evade/f/0/d,WEBP,76,115,True,3764,RGBA
eaRig,heroArc/anims/evade/f/1/d,WEBP,77,109,True,3996,RGBA
eaRig,heroArc/anims/evade/f/2/d,WEBP,53,120,True,4018,RGBA
eaRig,heroArc/anims/evade/f/3/d,WEBP,53,133,True,3898,RGBA
eaRig,heroArc/anims/evade/f/4/d,WEBP,55,131,True,4038,RGBA
eaRig,heroArc/anims/evade/f/5/d,WEBP,52,126,True,3904,RGBA
eaRig,heroArc/anims/evade/f/6/d,WEBP,79,117,True,4698,RGBA
eaRig,heroArc/anims/evade/f/7/d,WEBP,75,111,True,4104,RGBA
eaRig,heroArc/anims/evade/f/8/d,WEBP,74,110,True,4078,RGBA
eaRig,heroArc/anims/evade/f/9/d,WEBP,75,113,True,4084,RGBA
eaRig,heroArc/anims/evade/f/10/d,WEBP,76,115,True,3764,RGBA
eaRig,heroArc/anims/block/f/0/d,WEBP,76,114,True,3766,RGBA
eaRig,heroArc/anims/block/f/1/d,WEBP,65,114,True,3972,RGBA
eaRig,heroArc/anims/block/f/2/d,WEBP,60,122,True,3616,RGBA
eaRig,heroArc/anims/block/f/3/d,WEBP,70,123,True,3692,RGBA
eaRig,heroArc/anims/block/f/4/d,WEBP,84,122,True,3990,RGBA
eaRig,heroArc/anims/block/f/5/d,WEBP,83,121,True,3908,RGBA
eaRig,heroArc/anims/block/f/6/d,WEBP,83,121,True,3926,RGBA
eaRig,heroArc/anims/block/f/7/d,WEBP,86,120,True,3946,RGBA
eaRig,heroArc/anims/block/f/8/d,WEBP,86,120,True,3912,RGBA
eaRig,heroArc/portrait,WEBP,190,387,True,14732,RGBA
eaRig,heroRog2/anims/idle/f/0/d,WEBP,84,118,True,3948,RGBA
eaRig,heroRog2/anims/idle/f/1/d,WEBP,85,118,True,3904,RGBA
eaRig,heroRog2/anims/idle/f/2/d,WEBP,86,117,True,3604,RGBA
eaRig,heroRog2/anims/idle/f/3/d,WEBP,86,116,True,3886,RGBA
eaRig,heroRog2/anims/idle/f/4/d,WEBP,85,116,True,3508,RGBA
eaRig,heroRog2/anims/idle/f/5/d,WEBP,84,117,True,3602,RGBA
eaRig,heroRog2/anims/idle/f/6/d,WEBP,82,117,True,3990,RGBA
eaRig,heroRog2/anims/idle/f/7/d,WEBP,80,117,True,3618,RGBA
eaRig,heroRog2/anims/idle/f/8/d,WEBP,78,116,True,3536,RGBA
eaRig,heroRog2/anims/idle/f/9/d,WEBP,76,116,True,3868,RGBA
eaRig,heroRog2/anims/idle/f/10/d,WEBP,79,117,True,3568,RGBA
eaRig,heroRog2/anims/idle/f/11/d,WEBP,83,118,True,3900,RGBA
eaRig,heroRog2/anims/idle/f/12/d,WEBP,84,118,True,3974,RGBA
eaRig,heroRog2/anims/strike/f/0/d,WEBP,73,136,True,4242,RGBA
eaRig,heroRog2/anims/strike/f/1/d,WEBP,67,111,True,3990,RGBA
eaRig,heroRog2/anims/strike/f/2/d,WEBP,100,101,True,3660,RGBA
eaRig,heroRog2/anims/strike/f/3/d,WEBP,103,100,True,3982,RGBA
eaRig,heroRog2/anims/strike/f/4/d,WEBP,106,99,True,3608,RGBA
eaRig,heroRog2/anims/strike/f/5/d,WEBP,126,108,True,4868,RGBA
eaRig,heroRog2/anims/strike/f/6/d,WEBP,154,170,True,4772,RGBA
eaRig,heroRog2/anims/strike/f/7/d,WEBP,87,138,True,3610,RGBA
eaRig,heroRog2/anims/strike/f/8/d,WEBP,81,137,True,3920,RGBA
eaRig,heroRog2/anims/strike/f/9/d,WEBP,80,125,True,3824,RGBA
eaRig,heroRog2/anims/strike/f/10/d,WEBP,82,120,True,3646,RGBA
eaRig,heroRog2/anims/strike/f/11/d,WEBP,78,127,True,4016,RGBA
eaRig,heroRog2/anims/strike/f/12/d,WEBP,73,136,True,4242,RGBA
eaRig,heroRog2/anims/special/f/0/d,WEBP,66,119,True,3246,RGBA
eaRig,heroRog2/anims/special/f/1/d,WEBP,71,122,True,3762,RGBA
eaRig,heroRog2/anims/special/f/2/d,WEBP,71,113,True,4004,RGBA
eaRig,heroRog2/anims/special/f/3/d,WEBP,72,115,True,4212,RGBA
eaRig,heroRog2/anims/special/f/4/d,WEBP,72,115,True,3858,RGBA
eaRig,heroRog2/anims/special/f/5/d,WEBP,67,115,True,3934,RGBA
eaRig,heroRog2/anims/special/f/6/d,WEBP,66,116,True,3878,RGBA
eaRig,heroRog2/anims/special/f/7/d,WEBP,69,136,True,4002,RGBA
eaRig,heroRog2/anims/special/f/8/d,WEBP,84,110,True,4672,RGBA
eaRig,heroRog2/anims/special/f/9/d,WEBP,83,109,True,3762,RGBA
eaRig,heroRog2/anims/special/f/10/d,WEBP,83,107,True,4546,RGBA
eaRig,heroRog2/anims/special/f/11/d,WEBP,66,117,True,3732,RGBA
eaRig,heroRog2/anims/special/f/12/d,WEBP,66,119,True,3328,RGBA
eaRig,heroRog2/anims/special/f/13/d,WEBP,66,119,True,4022,RGBA
eaRig,heroRog2/anims/dmg/f/0/d,WEBP,88,119,True,3928,RGBA
eaRig,heroRog2/anims/dmg/f/1/d,WEBP,79,107,True,3110,RGBA
eaRig,heroRog2/anims/dmg/f/2/d,WEBP,76,112,True,2896,RGBA
eaRig,heroRog2/anims/dmg/f/3/d,WEBP,73,112,True,2744,RGBA
eaRig,heroRog2/anims/dmg/f/4/d,WEBP,72,116,True,2814,RGBA
eaRig,heroRog2/anims/dmg/f/5/d,WEBP,80,118,True,3028,RGBA
eaRig,heroRog2/anims/dmg/f/6/d,WEBP,88,118,True,3146,RGBA
eaRig,heroRog2/anims/dmg/f/7/d,WEBP,78,119,True,3528,RGBA
eaRig,heroRog2/anims/dmg/f/8/d,WEBP,70,119,True,3608,RGBA
eaRig,heroRog2/anims/dmg/f/9/d,WEBP,73,119,True,3946,RGBA
eaRig,heroRog2/anims/death/f/0/d,WEBP,88,118,True,3470,RGBA
eaRig,heroRog2/anims/death/f/1/d,WEBP,69,106,True,3408,RGBA
eaRig,heroRog2/anims/death/f/2/d,WEBP,110,147,True,5136,RGBA
eaRig,heroRog2/anims/death/f/3/d,WEBP,131,129,True,3740,RGBA
eaRig,heroRog2/anims/death/f/4/d,WEBP,133,82,True,2980,RGBA
eaRig,heroRog2/anims/death/f/5/d,WEBP,167,68,True,2826,RGBA
eaRig,heroRog2/anims/death/f/6/d,WEBP,181,44,True,2336,RGBA
eaRig,heroRog2/anims/death/f/7/d,WEBP,188,40,True,2316,RGBA
eaRig,heroRog2/anims/death/f/8/d,WEBP,188,40,True,2370,RGBA
eaRig,heroRog2/anims/death/f/9/d,WEBP,188,40,True,2316,RGBA
eaRig,heroRog2/anims/death/f/10/d,WEBP,188,40,True,2316,RGBA
eaRig,heroRog2/anims/death/f/11/d,WEBP,188,40,True,2316,RGBA
eaRig,heroRog2/anims/fwd/f/0/d,WEBP,70,121,True,3530,RGBA
eaRig,heroRog2/anims/fwd/f/1/d,WEBP,69,120,True,3130,RGBA
eaRig,heroRog2/anims/fwd/f/2/d,WEBP,68,120,True,3458,RGBA
eaRig,heroRog2/anims/fwd/f/3/d,WEBP,71,119,True,3422,RGBA
eaRig,heroRog2/anims/fwd/f/4/d,WEBP,70,121,True,3310,RGBA
eaRig,heroRog2/anims/fwd/f/5/d,WEBP,69,122,True,3148,RGBA
eaRig,heroRog2/anims/fwd/f/6/d,WEBP,69,121,True,2834,RGBA
eaRig,heroRog2/anims/fwd/f/7/d,WEBP,69,121,True,3132,RGBA
eaRig,heroRog2/anims/fwd/f/8/d,WEBP,73,119,True,3432,RGBA
eaRig,heroRog2/anims/fwd/f/9/d,WEBP,74,120,True,3778,RGBA
eaRig,heroRog2/anims/fwd/f/10/d,WEBP,74,122,True,3490,RGBA
eaRig,heroRog2/anims/fwd/f/11/d,WEBP,74,121,True,3466,RGBA
eaRig,heroRog2/anims/evade/f/0/d,WEBP,88,119,True,3728,RGBA
eaRig,heroRog2/anims/evade/f/1/d,WEBP,59,120,True,3438,RGBA
eaRig,heroRog2/anims/evade/f/2/d,WEBP,69,123,True,3134,RGBA
eaRig,heroRog2/anims/evade/f/3/d,WEBP,71,123,True,3296,RGBA
eaRig,heroRog2/anims/evade/f/4/d,WEBP,60,122,True,2786,RGBA
eaRig,heroRog2/anims/evade/f/5/d,WEBP,75,132,True,3734,RGBA
eaRig,heroRog2/anims/evade/f/6/d,WEBP,81,121,True,3850,RGBA
eaRig,heroRog2/anims/evade/f/7/d,WEBP,76,121,True,3664,RGBA
eaRig,heroRog2/anims/evade/f/8/d,WEBP,74,122,True,4024,RGBA
eaRig,heroRog2/anims/block/f/0/d,WEBP,88,118,True,3662,RGBA
eaRig,heroRog2/anims/block/f/1/d,WEBP,74,118,True,3620,RGBA
eaRig,heroRog2/anims/block/f/2/d,WEBP,75,120,True,3754,RGBA
eaRig,heroRog2/anims/block/f/3/d,WEBP,75,120,True,3708,RGBA
eaRig,heroRog2/portrait,WEBP,258,284,True,8992,RGBA
eaRig,heroMag2/anims/idle/f/0/d,WEBP,81,127,True,4236,RGBA
eaRig,heroMag2/anims/idle/f/1/d,WEBP,84,126,True,4650,RGBA
eaRig,heroMag2/anims/idle/f/2/d,WEBP,80,125,True,4286,RGBA
eaRig,heroMag2/anims/idle/f/3/d,WEBP,80,123,True,4588,RGBA
eaRig,heroMag2/anims/idle/f/4/d,WEBP,75,127,True,4266,RGBA
eaRig,heroMag2/anims/idle/f/5/d,WEBP,74,133,True,4734,RGBA
eaRig,heroMag2/anims/idle/f/6/d,WEBP,70,132,True,4732,RGBA
eaRig,heroMag2/anims/idle/f/7/d,WEBP,72,133,True,4420,RGBA
eaRig,heroMag2/anims/idle/f/8/d,WEBP,69,131,True,4502,RGBA
eaRig,heroMag2/anims/idle/f/9/d,WEBP,73,130,True,4384,RGBA
eaRig,heroMag2/anims/idle/f/10/d,WEBP,78,128,True,4242,RGBA
eaRig,heroMag2/anims/idle/f/11/d,WEBP,81,127,True,4218,RGBA
eaRig,heroMag2/anims/strike/f/0/d,WEBP,80,127,True,4496,RGBA
eaRig,heroMag2/anims/strike/f/1/d,WEBP,87,121,True,4328,RGBA
eaRig,heroMag2/anims/strike/f/2/d,WEBP,131,111,True,5252,RGBA
eaRig,heroMag2/anims/strike/f/3/d,WEBP,133,117,True,4574,RGBA
eaRig,heroMag2/anims/strike/f/4/d,WEBP,133,117,True,4516,RGBA
eaRig,heroMag2/anims/strike/f/5/d,WEBP,136,117,True,5310,RGBA
eaRig,heroMag2/anims/strike/f/6/d,WEBP,136,117,True,5310,RGBA
eaRig,heroMag2/anims/strike/f/7/d,WEBP,135,117,True,4718,RGBA
eaRig,heroMag2/anims/strike/f/8/d,WEBP,135,117,True,4698,RGBA
eaRig,heroMag2/anims/strike/f/9/d,WEBP,134,117,True,4576,RGBA
eaRig,heroMag2/anims/strike/f/10/d,WEBP,134,117,True,4774,RGBA
eaRig,heroMag2/anims/strike/f/11/d,WEBP,136,117,True,4556,RGBA
eaRig,heroMag2/anims/strike/f/12/d,WEBP,134,117,True,4952,RGBA
eaRig,heroMag2/anims/strike/f/13/d,WEBP,114,117,True,4750,RGBA
eaRig,heroMag2/anims/strike/f/14/d,WEBP,94,120,True,4590,RGBA
eaRig,heroMag2/anims/strike/f/15/d,WEBP,81,124,True,4552,RGBA
eaRig,heroMag2/anims/strike/f/16/d,WEBP,82,128,True,4456,RGBA
eaRig,heroMag2/anims/special/f/0/d,WEBP,81,127,True,4266,RGBA
eaRig,heroMag2/anims/special/f/1/d,WEBP,105,143,True,5244,RGBA
eaRig,heroMag2/anims/special/f/2/d,WEBP,77,146,True,4658,RGBA
eaRig,heroMag2/anims/special/f/3/d,WEBP,79,143,True,5026,RGBA
eaRig,heroMag2/anims/special/f/4/d,WEBP,81,143,True,4608,RGBA
eaRig,heroMag2/anims/special/f/5/d,WEBP,97,146,True,5028,RGBA
eaRig,heroMag2/anims/special/f/6/d,WEBP,98,146,True,5534,RGBA
eaRig,heroMag2/anims/special/f/7/d,WEBP,97,146,True,5284,RGBA
eaRig,heroMag2/anims/special/f/8/d,WEBP,97,145,True,5180,RGBA
eaRig,heroMag2/anims/special/f/9/d,WEBP,97,145,True,5484,RGBA
eaRig,heroMag2/anims/special/f/10/d,WEBP,97,146,True,5356,RGBA
eaRig,heroMag2/anims/special/f/11/d,WEBP,97,145,True,6010,RGBA
eaRig,heroMag2/anims/special/f/12/d,WEBP,104,134,True,5348,RGBA
eaRig,heroMag2/anims/special/f/13/d,WEBP,94,121,True,4660,RGBA
eaRig,heroMag2/anims/special/f/14/d,WEBP,82,128,True,4332,RGBA
eaRig,heroMag2/anims/dmg/f/0/d,WEBP,81,127,True,4232,RGBA
eaRig,heroMag2/anims/dmg/f/1/d,WEBP,81,121,True,4334,RGBA
eaRig,heroMag2/anims/dmg/f/2/d,WEBP,91,115,True,4612,RGBA
eaRig,heroMag2/anims/dmg/f/3/d,WEBP,91,110,True,4628,RGBA
eaRig,heroMag2/anims/dmg/f/4/d,WEBP,89,112,True,4316,RGBA
eaRig,heroMag2/anims/dmg/f/5/d,WEBP,88,122,True,4894,RGBA
eaRig,heroMag2/anims/dmg/f/6/d,WEBP,80,128,True,4222,RGBA
eaRig,heroMag2/anims/dmg/f/7/d,WEBP,78,134,True,4808,RGBA
eaRig,heroMag2/anims/dmg/f/8/d,WEBP,79,129,True,4542,RGBA
eaRig,heroMag2/anims/dmg/f/9/d,WEBP,81,128,True,4566,RGBA
eaRig,heroMag2/anims/death/f/0/d,WEBP,81,127,True,3300,RGBA
eaRig,heroMag2/anims/death/f/1/d,WEBP,72,126,True,4130,RGBA
eaRig,heroMag2/anims/death/f/2/d,WEBP,167,147,True,5412,RGBA
eaRig,heroMag2/anims/death/f/3/d,WEBP,176,135,True,5992,RGBA
eaRig,heroMag2/anims/death/f/4/d,WEBP,184,85,True,4670,RGBA
eaRig,heroMag2/anims/death/f/5/d,WEBP,196,71,True,4976,RGBA
eaRig,heroMag2/anims/death/f/6/d,WEBP,208,58,True,4332,RGBA
eaRig,heroMag2/anims/death/f/7/d,WEBP,208,51,True,4166,RGBA
eaRig,heroMag2/anims/death/f/8/d,WEBP,207,51,True,4070,RGBA
eaRig,heroMag2/anims/death/f/9/d,WEBP,208,51,True,4270,RGBA
eaRig,heroMag2/anims/death/f/10/d,WEBP,208,51,True,4640,RGBA
eaRig,heroMag2/anims/death/f/11/d,WEBP,209,51,True,4154,RGBA
eaRig,heroMag2/anims/fwd/f/0/d,WEBP,72,128,True,4594,RGBA
eaRig,heroMag2/anims/fwd/f/1/d,WEBP,70,127,True,4080,RGBA
eaRig,heroMag2/anims/fwd/f/2/d,WEBP,64,124,True,4068,RGBA
eaRig,heroMag2/anims/fwd/f/3/d,WEBP,73,124,True,4524,RGBA
eaRig,heroMag2/anims/fwd/f/4/d,WEBP,66,126,True,4634,RGBA
eaRig,heroMag2/anims/fwd/f/5/d,WEBP,75,129,True,4810,RGBA
eaRig,heroMag2/anims/fwd/f/6/d,WEBP,80,127,True,4226,RGBA
eaRig,heroMag2/anims/fwd/f/7/d,WEBP,89,122,True,4682,RGBA
eaRig,heroMag2/anims/fwd/f/8/d,WEBP,97,117,True,4798,RGBA
eaRig,heroMag2/anims/fwd/f/9/d,WEBP,96,124,True,5196,RGBA
eaRig,heroMag2/anims/fwd/f/10/d,WEBP,83,126,True,4500,RGBA
eaRig,heroMag2/anims/evade/f/0/d,WEBP,81,127,True,4222,RGBA
eaRig,heroMag2/anims/evade/f/1/d,WEBP,84,123,True,4682,RGBA
eaRig,heroMag2/anims/evade/f/2/d,WEBP,103,151,True,5322,RGBA
eaRig,heroMag2/anims/evade/f/3/d,WEBP,106,149,True,5264,RGBA
eaRig,heroMag2/anims/evade/f/4/d,WEBP,117,145,True,5210,RGBA
eaRig,heroMag2/anims/evade/f/5/d,WEBP,96,150,True,5606,RGBA
eaRig,heroMag2/anims/evade/f/6/d,WEBP,70,142,True,4344,RGBA
eaRig,heroMag2/anims/evade/f/7/d,WEBP,73,131,True,4658,RGBA
eaRig,heroMag2/anims/evade/f/8/d,WEBP,77,127,True,4436,RGBA
eaRig,heroMag2/anims/evade/f/9/d,WEBP,80,127,True,4204,RGBA
eaRig,heroMag2/anims/block/f/0/d,WEBP,81,127,True,4482,RGBA
eaRig,heroMag2/anims/block/f/1/d,WEBP,84,123,True,4802,RGBA
eaRig,heroMag2/anims/block/f/2/d,WEBP,118,144,True,5326,RGBA
eaRig,heroMag2/anims/block/f/3/d,WEBP,113,143,True,5230,RGBA
eaRig,heroMag2/anims/block/f/4/d,WEBP,71,126,True,4536,RGBA
eaRig,heroMag2/anims/block/f/5/d,WEBP,95,136,True,6088,RGBA
eaRig,heroMag2/anims/block/f/6/d,WEBP,132,131,True,6998,RGBA
eaRig,heroMag2/anims/block/f/7/d,WEBP,135,133,True,7164,RGBA
eaRig,heroMag2/portrait,WEBP,295,288,True,15958,RGBA
eaRig,raspin/anims/idle/f/0/d,WEBP,68,114,True,4320,RGBA
eaRig,raspin/anims/idle/f/1/d,WEBP,70,114,True,4616,RGBA
eaRig,raspin/anims/idle/f/2/d,WEBP,70,113,True,4672,RGBA
eaRig,raspin/anims/idle/f/3/d,WEBP,70,112,True,4382,RGBA
eaRig,raspin/anims/idle/f/4/d,WEBP,67,113,True,4462,RGBA
eaRig,raspin/anims/idle/f/5/d,WEBP,66,114,True,4338,RGBA
eaRig,raspin/anims/idle/f/6/d,WEBP,66,114,True,4540,RGBA
eaRig,raspin/anims/idle/f/7/d,WEBP,67,114,True,4634,RGBA
eaRig,raspin/anims/idle/f/8/d,WEBP,66,113,True,4320,RGBA
